geoid,name,B17001001,"B17001001, Error",B17001002,"B17001002, Error",B17001003,"B17001003, Error",B17001004,"B17001004, Error",B17001005,"B17001005, Error",B17001006,"B17001006, Error",B17001007,"B17001007, Error",B17001008,"B17001008, Error",B17001009,"B17001009, Error",B17001010,"B17001010, Error",B17001011,"B17001011, Error",B17001012,"B17001012, Error",B17001013,"B17001013, Error",B17001014,"B17001014, Error",B17001015,"B17001015, Error",B17001016,"B17001016, Error",B17001017,"B17001017, Error",B17001018,"B17001018, Error",B17001019,"B17001019, Error",B17001020,"B17001020, Error",B17001021,"B17001021, Error",B17001022,"B17001022, Error",B17001023,"B17001023, Error",B17001024,"B17001024, Error",B17001025,"B17001025, Error",B17001026,"B17001026, Error",B17001027,"B17001027, Error",B17001028,"B17001028, Error",B17001029,"B17001029, Error",B17001030,"B17001030, Error",B17001031,"B17001031, Error",B17001032,"B17001032, Error",B17001033,"B17001033, Error",B17001034,"B17001034, Error",B17001035,"B17001035, Error",B17001036,"B17001036, Error",B17001037,"B17001037, Error",B17001038,"B17001038, Error",B17001039,"B17001039, Error",B17001040,"B17001040, Error",B17001041,"B17001041, Error",B17001042,"B17001042, Error",B17001043,"B17001043, Error",B17001044,"B17001044, Error",B17001045,"B17001045, Error",B17001046,"B17001046, Error",B17001047,"B17001047, Error",B17001048,"B17001048, Error",B17001049,"B17001049, Error",B17001050,"B17001050, Error",B17001051,"B17001051, Error",B17001052,"B17001052, Error",B17001053,"B17001053, Error",B17001054,"B17001054, Error",B17001055,"B17001055, Error",B17001056,"B17001056, Error",B17001057,"B17001057, Error",B17001058,"B17001058, Error",B17001059,"B17001059, Error"
14000US11001007301,"Census Tract 73.01, District of Columbia, DC",2935,394,92,72,29,26,5,8,0,12,9,16,0,12,0,12,0,12,0,12,5,7,10,15,0,12,0,12,0,12,0,12,63,48,6,8,9,14,8,13,0,12,0,12,0,12,10,16,11,14,0,12,19,22,0,12,0,12,0,12,2843,400,1433,237,448,188,32,26,122,61,25,17,12,20,0,12,108,45,372,81,186,66,97,47,31,34,0,12,0,12,1410,239,342,109,21,26,172,80,78,69,17,27,12,3,132,46,374,81,161,66,41,31,45,33,0,12,15,24
14000US11001007304,"Census Tract 73.04, District of Columbia, DC",3446,336,1347,373,422,140,48,39,0,12,46,47,10,16,0,12,47,46,93,62,33,34,28,30,60,46,57,42,0,12,0,12,925,299,188,116,24,38,65,61,45,40,0,12,31,32,110,68,71,59,143,86,143,114,63,42,30,30,12,18,2099,360,882,181,61,45,0,12,33,40,24,28,0,12,16,25,165,79,222,105,103,51,63,42,57,42,117,53,21,21,1217,262,75,72,42,41,85,62,11,17,13,20,58,86,128,71,142,66,171,63,191,88,170,74,89,41,42,36
14000US11001007401,"Census Tract 74.01, District of Columbia, DC",2442,283,1468,301,656,158,156,61,62,44,93,53,25,23,20,22,29,32,62,68,46,32,17,19,65,46,50,34,31,35,0,12,812,196,98,63,22,20,118,66,56,41,6,9,16,25,86,39,178,68,47,35,78,42,42,30,30,42,35,26,974,248,388,118,23,27,0,12,5,9,9,15,0,12,20,22,74,40,59,38,83,52,41,32,26,23,28,26,20,22,586,165,37,35,0,12,94,54,16,17,0,12,48,34,62,44,96,50,77,50,66,33,52,25,29,24,9,11
14000US11001007403,"Census Tract 74.03, District of Columbia, DC",3312,408,1107,414,513,200,25,40,10,15,96,71,15,24,27,30,23,28,88,72,80,61,46,46,62,73,25,30,16,24,0,12,594,247,72,72,28,44,19,32,13,20,21,33,29,34,85,68,127,90,75,62,17,24,52,44,46,36,10,19,2205,483,914,261,77,68,32,37,116,87,96,66,60,45,43,51,95,74,97,82,59,57,111,64,103,71,21,30,4,9,1291,304,187,111,21,34,53,51,59,46,28,43,42,50,122,89,257,123,228,104,179,76,70,50,28,33,17,18
14000US11001007404,"Census Tract 74.04, District of Columbia, DC",3747,495,1762,602,671,257,28,44,20,33,130,104,219,107,0,12,19,29,99,70,71,69,0,12,61,69,24,25,0,12,0,12,1091,381,68,64,35,57,269,146,70,60,16,25,60,56,33,39,201,107,101,64,89,73,88,59,43,48,18,28,1985,576,718,259,14,25,50,77,24,37,45,57,48,48,92,87,98,99,17,21,125,90,114,68,91,65,0,12,0,12,1267,360,103,106,25,41,55,62,81,49,0,12,113,70,178,110,82,72,161,87,264,97,82,63,89,70,34,37
14000US11001007406,"Census Tract 74.06, District of Columbia, DC",3129,425,1204,397,484,253,16,24,25,40,77,66,36,40,21,31,86,67,67,83,27,30,62,58,22,35,45,63,0,12,0,12,720,294,68,57,0,12,113,110,20,34,34,39,76,61,74,59,196,128,31,33,22,29,79,52,7,11,0,12,1925,433,947,238,110,95,52,57,90,57,38,36,15,21,12,18,136,101,215,100,86,71,38,53,86,48,39,31,30,29,978,273,79,63,13,22,188,111,43,38,0,12,0,12,90,84,223,84,118,65,86,76,110,66,28,21,0,12
14000US11001007407,"Census Tract 74.07, District of Columbia, DC",2928,313,633,243,265,112,42,51,30,48,54,64,9,16,0,12,0,12,0,12,23,34,30,37,14,16,63,56,0,12,0,12,368,159,0,12,0,12,31,36,103,95,14,23,0,12,18,29,51,62,17,27,43,30,59,43,11,18,21,29,2295,349,1103,215,112,73,0,12,91,55,62,51,12,20,30,35,170,104,148,84,152,83,100,68,129,52,53,39,44,36,1192,209,132,88,25,35,50,44,42,41,0,12,16,25,201,87,173,78,126,77,159,84,168,71,66,45,34,28
14000US11001007408,"Census Tract 74.08, District of Columbia, DC",2892,442,1411,485,566,215,150,80,0,12,133,87,55,45,0,12,69,70,44,43,0,12,35,34,54,46,17,20,0,12,9,15,845,313,93,67,47,44,85,58,99,80,39,37,14,24,72,85,97,50,161,85,36,34,71,41,9,11,22,20,1481,311,710,183,65,59,0,12,25,27,6,10,16,26,28,33,127,79,165,91,74,62,65,48,93,77,39,28,7,11,771,194,94,81,0,12,53,54,0,12,7,14,10,18,158,93,77,54,162,61,112,58,59,35,27,28,12,15
14000US11001007409,"Census Tract 74.09, District of Columbia, DC",3848,455,1247,422,496,192,49,53,44,50,74,62,42,52,13,21,28,43,125,108,69,49,0,12,0,12,39,35,7,11,6,10,751,275,116,94,9,15,156,103,21,25,0,12,28,40,63,47,181,92,26,40,70,53,45,45,29,34,7,11,2601,441,1065,232,154,186,10,15,171,137,57,60,0,12,0,12,111,86,211,120,132,81,68,62,104,65,32,40,15,25,1536,264,152,92,24,38,61,59,11,17,0,12,75,71,218,130,207,92,243,119,234,86,180,78,82,41,49,32
14000US11001007502,"Census Tract 75.02, District of Columbia, DC",5000,549,2848,629,1087,338,78,76,38,45,105,71,177,84,15,24,85,80,166,116,106,92,116,97,42,36,108,85,51,53,0,12,1761,390,101,69,0,12,148,94,144,72,0,12,188,83,354,170,268,134,141,83,159,82,124,75,90,82,44,42,2152,481,937,315,68,61,0,12,79,67,64,59,23,35,47,63,278,190,25,25,40,34,83,58,178,79,40,36,12,21,1215,293,25,29,24,27,23,32,84,62,0,12,47,39,87,57,207,114,174,88,234,97,198,72,88,61,24,23
14000US11001007503,"Census Tract 75.03, District of Columbia, DC",2612,349,1230,377,587,207,186,88,29,22,133,73,31,24,0,12,0,12,49,37,71,105,28,42,10,11,29,25,21,23,0,12,643,214,76,48,21,23,53,50,29,30,0,12,40,33,154,84,140,59,42,30,39,33,31,26,18,22,0,12,1382,246,653,142,127,60,10,15,37,29,8,12,10,18,10,15,69,47,83,39,75,51,131,60,38,24,55,45,0,12,729,154,46,32,5,10,21,24,32,27,16,16,27,24,98,42,140,71,115,42,65,32,57,37,64,32,43,35
14000US11001007504,"Census Tract 75.04, District of Columbia, DC",2496,392,1142,390,475,219,143,122,41,44,61,59,25,38,0,12,41,47,30,41,22,33,2,5,38,39,72,50,0,12,0,12,667,214,160,95,14,22,46,53,13,21,0,12,18,30,118,63,137,72,38,44,35,36,60,39,14,19,14,19,1354,320,708,209,41,61,31,47,43,48,31,47,0,12,14,21,56,52,164,92,85,69,85,50,76,54,71,45,11,17,646,168,54,61,29,46,14,22,49,42,11,17,0,12,64,62,77,49,96,62,62,51,148,67,22,25,20,22
14000US11001007601,"Census Tract 76.01, District of Columbia, DC",3844,581,887,255,531,165,74,81,0,12,54,51,0,12,0,12,22,36,24,38,22,35,29,35,87,74,131,83,88,68,0,12,356,139,35,55,0,12,44,67,0,12,0,12,0,12,50,54,66,77,32,38,57,59,38,51,15,23,19,22,2957,573,1337,317,40,46,15,24,11,19,60,62,0,12,9,16,151,90,170,72,239,156,267,116,211,96,91,47,73,54,1620,411,15,24,14,24,138,91,54,39,24,40,51,82,80,78,224,117,121,83,341,146,265,90,189,78,104,68
14000US11001007603,"Census Tract 76.03, District of Columbia, DC",3632,531,538,299,293,265,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,124,116,72,113,0,12,97,130,245,146,0,12,0,12,0,12,0,12,56,63,0,12,23,36,0,12,0,12,72,66,28,31,25,34,41,37,3094,523,1450,308,67,108,25,44,106,92,33,41,0,12,7,15,27,42,209,140,282,185,361,158,96,78,144,86,93,61,1644,351,0,12,10,20,54,89,18,43,12,21,0,12,103,87,171,131,306,231,393,152,149,89,264,107,164,88
14000US11001007604,"Census Tract 76.04, District of Columbia, DC",3806,371,504,219,193,128,0,12,0,12,10,17,0,12,15,26,14,27,33,45,0,12,0,12,41,49,20,20,53,54,7,10,311,131,23,28,0,12,10,16,0,12,0,12,0,12,25,42,32,40,45,42,77,58,62,45,25,23,12,14,3302,422,1645,311,20,33,14,23,132,95,61,57,0,12,27,43,206,124,338,157,251,136,235,91,199,63,100,47,62,34,1657,251,51,53,0,12,84,66,96,72,0,12,31,48,92,64,247,104,261,87,260,98,239,74,173,62,123,52
14000US11001007605,"Census Tract 76.05, District of Columbia, DC",3531,415,875,267,361,126,0,12,0,12,12,19,0,12,44,45,9,14,82,69,71,52,11,25,55,46,39,44,38,43,0,12,514,187,73,67,0,12,0,12,46,41,0,12,18,27,87,82,38,42,97,68,79,55,28,28,48,52,0,12,2656,426,1217,239,102,69,0,12,38,36,20,30,0,12,0,12,72,53,205,89,251,101,226,76,133,73,100,41,70,41,1439,271,74,71,0,12,91,61,0,12,11,17,13,21,166,87,182,83,203,76,192,64,273,100,168,65,66,41
14000US11001007703,"Census Tract 77.03, District of Columbia, DC",4883,679,2211,721,756,295,155,110,20,34,141,137,77,86,0,17,0,17,92,82,94,83,22,35,61,67,80,73,14,23,0,17,1455,556,232,194,37,50,222,173,90,83,0,17,0,17,248,199,142,126,150,90,158,88,99,66,36,37,41,40,2672,509,983,287,54,59,27,46,88,102,38,61,29,50,0,17,50,66,54,46,144,93,281,129,133,89,14,24,71,67,1689,361,96,92,16,25,13,22,107,102,45,66,44,53,184,137,158,93,396,157,266,121,151,92,62,58,151,84
14000US11001007707,"Census Tract 77.07, District of Columbia, DC",4319,573,879,483,466,284,0,12,28,43,55,74,27,41,25,39,76,72,109,94,50,44,20,32,27,42,27,28,22,31,0,12,413,243,58,67,0,12,54,62,0,12,0,12,22,34,64,61,28,43,71,62,49,46,30,25,14,16,23,21,3440,584,1549,279,48,59,9,16,137,81,56,48,11,17,60,71,152,79,324,125,168,103,221,106,160,74,73,38,130,63,1891,382,227,118,14,22,175,138,41,43,32,39,23,24,181,108,255,112,213,103,257,91,232,79,93,35,148,50
14000US11001007708,"Census Tract 77.08, District of Columbia, DC",2797,356,944,473,493,323,150,137,0,12,0,12,34,37,74,71,0,12,119,90,0,12,79,62,37,45,0,12,0,12,0,12,451,189,0,12,0,12,21,24,40,44,42,46,40,49,34,39,33,40,110,83,109,74,19,23,0,12,3,7,1853,365,637,166,10,16,0,12,10,14,22,41,30,48,20,28,50,33,68,79,96,66,121,62,132,83,63,34,15,21,1216,295,116,79,21,33,55,56,14,19,0,12,16,24,218,163,112,61,129,77,210,93,133,90,153,51,39,45
14000US11001007709,"Census Tract 77.09, District of Columbia, DC",1763,254,476,180,172,91,10,14,0,12,9,17,8,12,0,12,0,12,34,36,0,12,23,34,23,24,18,16,28,33,19,30,304,121,10,22,0,12,12,20,10,20,0,12,9,18,38,34,54,44,43,43,37,29,71,50,7,13,13,19,1287,235,788,142,63,78,10,17,18,25,12,18,0,12,26,36,48,33,147,86,48,41,185,97,136,71,52,29,43,42,499,138,15,18,0,12,17,21,0,12,0,12,6,11,35,30,55,37,82,67,57,33,82,51,93,47,57,43
14000US11001007803,"Census Tract 78.03, District of Columbia, DC",3006,480,642,296,327,180,35,47,6,12,0,12,48,55,30,48,49,64,49,61,24,35,11,17,48,58,9,15,18,20,0,12,315,154,24,38,0,12,0,12,8,12,11,17,33,49,26,33,81,57,0,12,87,63,15,22,11,18,19,22,2364,438,1103,232,35,36,0,12,71,76,17,24,0,12,27,36,131,73,187,119,97,86,192,95,216,100,60,36,70,41,1261,287,46,71,0,12,64,49,28,29,0,12,7,16,157,71,128,93,200,95,180,64,178,72,161,77,112,56
14000US11001007804,"Census Tract 78.04, District of Columbia, DC",3058,543,787,359,268,188,99,116,0,12,10,15,30,42,0,12,26,41,22,35,10,15,16,26,39,42,16,20,0,12,0,12,519,265,95,99,8,13,18,21,30,48,38,46,21,23,59,66,47,39,10,15,88,66,29,30,31,28,45,47,2271,505,1055,245,88,75,36,44,170,86,44,46,0,12,0,12,62,51,146,81,204,100,72,67,120,66,34,34,79,79,1216,327,50,59,40,47,51,37,18,20,8,14,0,12,104,80,169,106,144,96,51,56,196,96,131,87,254,183
14000US11001007806,"Census Tract 78.06, District of Columbia, DC",2110,255,492,175,219,89,0,12,12,20,7,11,12,19,0,12,7,12,29,29,5,7,60,45,38,27,37,23,5,10,7,10,273,118,38,49,0,12,0,12,0,12,0,12,7,11,43,37,21,32,29,29,26,22,66,41,24,17,19,15,1618,262,802,182,80,48,0,12,29,33,49,39,7,10,86,67,28,35,88,48,76,53,140,69,111,59,47,28,61,70,816,180,49,47,24,37,41,42,23,37,5,8,36,33,93,53,90,54,79,44,118,75,140,60,51,31,67,36
14000US11001007807,"Census Tract 78.07, District of Columbia, DC",2216,228,505,195,210,92,46,40,0,12,47,40,18,28,0,12,0,12,7,10,0,12,25,31,36,32,25,25,0,12,6,9,295,124,40,38,17,27,0,12,29,33,0,12,12,19,25,29,82,47,1,2,27,29,31,28,14,17,17,25,1711,205,713,145,22,21,18,30,50,29,35,28,5,8,40,37,93,66,79,46,119,56,112,59,78,33,40,24,22,17,998,150,104,72,14,14,42,43,28,23,24,27,6,10,104,67,93,57,136,61,131,59,186,70,50,26,80,31
14000US11001007808,"Census Tract 78.08, District of Columbia, DC",4323,730,1388,563,669,295,89,79,0,12,72,65,110,103,0,12,15,29,265,160,0,12,10,17,58,55,22,20,17,17,11,17,719,294,0,12,0,12,17,29,70,86,0,12,52,56,174,125,41,57,123,103,91,68,59,66,9,15,83,41,2935,837,1336,453,183,109,64,94,86,70,116,107,19,31,18,29,136,119,219,189,154,91,108,88,110,67,92,76,31,25,1599,434,144,96,0,12,150,202,101,64,0,12,46,49,175,93,245,145,206,110,154,86,167,74,127,59,84,47
14000US11001007809,"Census Tract 78.09, District of Columbia, DC",2650,454,674,300,294,156,17,28,0,12,47,55,48,61,0,12,19,25,25,30,29,33,36,35,42,41,16,21,15,18,0,12,380,176,24,28,0,12,14,23,30,30,23,26,7,13,47,48,68,60,26,29,55,39,4,10,71,49,11,13,1976,352,818,213,79,74,0,12,25,29,45,60,0,12,21,26,69,54,116,74,59,46,104,63,190,96,103,69,7,13,1158,255,37,47,27,30,128,127,0,12,17,24,54,62,66,53,196,106,79,48,248,87,113,56,133,70,60,35
14000US11001007901,"Census Tract 79.01, District of Columbia, DC",4017,444,1061,335,379,166,41,39,0,12,47,46,39,47,0,12,8,12,18,23,79,71,24,32,33,29,90,59,0,12,0,12,682,231,56,53,0,12,24,27,40,42,0,12,15,22,92,66,65,59,94,68,109,69,116,69,24,32,47,37,2956,416,1416,220,121,75,35,39,80,62,17,26,44,47,19,23,112,72,232,95,146,81,337,113,160,87,48,41,65,54,1540,292,29,32,9,14,72,55,59,56,36,41,48,46,111,58,460,177,219,97,161,73,185,82,64,43,87,64
14000US11001007903,"Census Tract 79.03, District of Columbia, DC",1677,236,423,217,126,76,0,12,21,30,31,24,0,12,0,12,8,12,25,35,0,12,1,3,17,14,10,11,3,6,10,10,297,149,4,8,0,12,57,52,4,7,0,12,28,41,10,12,48,46,40,35,33,24,49,53,7,9,17,14,1254,196,637,127,26,25,0,12,20,21,16,15,11,14,6,9,94,80,81,32,124,56,92,40,92,37,40,32,35,22,617,134,72,58,11,16,27,25,7,11,0,12,11,17,43,33,68,31,99,46,82,32,95,42,61,21,41,28
14000US11001008001,"Census Tract 80.01, District of Columbia, DC",2972,344,176,76,65,42,0,12,0,12,0,12,0,12,0,12,6,12,23,20,8,15,8,11,1,2,9,15,10,14,0,12,111,48,0,12,0,12,0,12,0,12,0,12,0,12,9,14,27,21,6,10,5,10,12,19,35,43,17,19,2796,352,1244,199,172,81,11,18,20,23,28,41,0,12,0,12,37,41,334,134,249,78,174,71,142,70,13,15,64,41,1552,229,116,66,0,12,62,56,60,63,0,12,0,12,47,42,468,146,346,105,194,107,161,56,36,25,62,49
14000US11001008002,"Census Tract 80.02, District of Columbia, DC",3676,258,285,157,173,95,21,27,0,12,0,12,3,8,0,12,0,12,14,17,21,30,61,55,42,36,11,23,0,12,0,12,112,79,0,12,0,12,0,12,0,12,0,12,0,12,28,28,0,12,4,12,8,12,60,52,0,12,12,16,3391,261,1688,188,112,44,28,24,60,36,0,12,9,15,20,21,50,45,574,160,328,98,255,83,174,59,28,32,50,41,1703,159,117,69,20,20,114,50,16,17,13,21,0,12,99,78,465,105,370,88,165,52,152,59,81,36,91,59
14000US11001008100,"Census Tract 81, District of Columbia, DC",3208,301,89,77,57,61,0,12,0,12,0,12,0,12,0,12,0,12,0,12,35,57,0,12,11,17,0,12,0,12,11,17,32,50,0,12,0,12,0,12,0,12,0,12,0,12,32,50,0,12,0,12,0,12,0,12,0,12,0,12,3119,287,1559,190,185,81,0,12,29,22,0,12,0,12,7,11,35,37,448,138,400,112,174,60,150,68,94,35,37,26,1560,204,132,73,29,35,41,29,12,16,13,19,0,12,114,64,519,141,272,82,156,68,94,56,113,45,65,31
14000US11001008200,"Census Tract 82, District of Columbia, DC",2855,310,292,195,192,191,0,12,0,12,0,12,0,12,0,12,0,12,146,173,41,63,2,3,1,2,2,3,0,12,0,12,100,57,0,12,0,12,0,12,0,12,0,12,0,12,47,34,8,13,0,12,27,25,18,24,0,12,0,12,2563,269,1177,181,83,52,14,19,40,36,21,25,0,12,0,12,45,41,401,151,171,61,109,47,194,62,74,35,25,23,1386,200,80,53,15,18,33,26,17,18,11,16,0,12,88,62,621,151,168,60,108,44,165,61,64,33,16,18
14000US11001008301,"Census Tract 83.01, District of Columbia, DC",2436,276,185,91,101,74,0,12,0,12,0,12,0,12,0,12,0,12,1,4,59,71,0,12,15,17,26,21,0,12,0,12,84,42,0,12,0,12,0,12,0,12,0,12,0,12,27,25,27,24,16,25,2,4,12,16,0,12,0,12,2251,229,1122,209,96,54,0,12,11,16,20,20,0,12,22,27,91,60,384,155,172,58,148,54,122,62,56,32,0,12,1129,167,76,48,8,12,17,18,11,17,0,12,0,12,162,99,377,104,140,51,78,38,197,45,63,35,0,12
14000US11001008302,"Census Tract 83.02, District of Columbia, DC",2266,156,157,54,58,36,0,12,0,12,0,12,0,12,0,12,0,12,31,30,12,14,5,8,2,6,8,11,0,12,0,12,99,52,0,12,0,12,0,12,0,12,0,12,0,12,40,31,46,34,0,12,1,6,2,11,0,12,10,13,2109,167,1124,132,81,53,0,12,33,18,62,42,5,7,11,14,63,44,415,115,181,48,129,42,79,44,53,24,12,12,985,135,31,23,7,12,39,29,11,13,0,12,0,12,81,57,385,116,147,36,128,40,55,27,66,26,35,21
14000US11001008402,"Census Tract 84.02, District of Columbia, DC",1998,315,243,108,5,11,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,11,0,12,0,12,0,12,238,107,11,22,0,12,0,12,0,12,0,12,0,12,8,12,58,69,10,16,35,80,9,15,48,50,59,43,1755,312,692,182,64,60,17,26,8,12,0,12,0,12,0,12,46,52,176,66,107,60,126,121,52,37,63,33,33,31,1063,234,16,21,0,12,0,12,0,12,0,12,0,12,69,85,372,103,259,229,48,41,121,50,118,70,60,40
14000US11001008410,"Census Tract 84.10, District of Columbia, DC",1465,238,90,58,42,37,0,12,0,12,0,12,0,12,0,12,0,12,22,30,9,13,3,7,0,12,8,13,0,12,0,12,48,36,0,12,0,12,0,12,0,12,0,12,0,12,6,8,19,20,1,3,0,12,5,9,17,28,0,12,1375,241,806,144,47,33,0,12,119,76,5,8,4,8,0,12,94,61,264,94,113,47,67,42,43,27,44,35,6,9,569,142,41,35,0,12,11,15,6,11,0,12,0,12,38,30,190,69,94,51,51,37,89,40,16,15,33,34
14000US11001008701,"Census Tract 87.01, District of Columbia, DC",2349,349,275,120,134,77,6,15,0,12,5,7,0,12,0,12,0,12,12,15,13,16,0,12,61,61,37,31,0,12,0,12,141,92,0,12,0,12,0,12,0,12,0,12,0,12,77,87,5,7,19,16,32,34,0,12,8,15,0,12,2074,320,992,237,37,40,0,12,18,28,14,21,0,12,16,24,56,44,288,96,165,76,199,96,114,57,60,53,25,28,1082,168,21,21,0,12,34,39,7,11,0,12,7,11,167,67,282,91,195,76,113,60,124,71,48,31,84,42
14000US11001008702,"Census Tract 87.02, District of Columbia, DC",1761,194,483,166,177,98,8,14,0,12,10,15,0,12,0,12,0,12,30,35,6,9,28,36,26,31,28,30,36,42,5,7,306,135,13,20,0,12,34,31,0,12,0,12,0,12,73,47,14,16,19,22,68,38,47,50,11,18,27,20,1278,211,670,144,48,37,0,12,13,15,27,28,0,12,17,18,57,40,198,74,143,51,52,35,66,31,36,32,13,15,608,134,27,27,0,12,3,12,23,24,0,12,6,14,45,38,194,65,66,38,24,21,120,57,64,39,36,27
14000US11001008802,"Census Tract 88.02, District of Columbia, DC",4536,517,1313,354,532,187,76,65,0,12,16,19,12,18,21,22,24,23,138,86,78,72,64,64,42,35,23,27,23,35,15,18,781,219,92,105,7,13,19,21,9,15,9,15,10,15,27,35,79,67,100,53,278,117,73,57,26,22,52,39,3223,394,1660,251,44,45,21,22,37,40,42,39,34,35,17,20,142,84,371,142,286,86,200,84,175,69,191,81,100,44,1563,226,22,24,25,36,58,45,25,36,30,31,59,52,87,58,367,92,234,102,214,82,203,81,101,53,138,53
14000US11001008803,"Census Tract 88.03, District of Columbia, DC",1108,323,590,294,323,267,20,21,8,16,33,24,33,26,0,12,0,12,20,35,35,69,40,70,64,57,55,103,15,17,0,12,267,94,19,29,17,17,40,27,0,12,14,15,0,12,16,23,82,45,53,39,5,7,18,16,3,6,0,12,518,167,278,107,0,12,0,12,10,16,9,12,0,12,0,12,0,12,35,34,67,48,57,71,94,70,6,9,0,12,240,103,34,31,0,12,13,18,0,12,0,12,0,12,17,21,53,40,49,30,37,34,24,21,2,5,11,11
14000US11001008804,"Census Tract 88.04, District of Columbia, DC",2655,447,793,296,545,229,32,44,0,12,24,49,0,12,0,12,25,31,106,132,62,92,87,60,75,63,105,71,29,30,0,12,248,97,0,12,0,12,0,12,0,12,0,12,0,12,0,12,33,35,85,68,90,60,11,17,17,19,12,15,1862,382,980,208,87,84,17,28,26,31,78,39,0,12,27,37,64,40,220,118,85,59,182,66,131,72,30,43,33,45,882,244,45,33,29,34,48,58,0,12,0,12,20,29,32,38,164,91,193,97,162,71,82,53,82,51,25,22
14000US11001008903,"Census Tract 89.03, District of Columbia, DC",3356,516,1120,429,432,218,59,67,0,12,84,68,0,12,0,12,37,60,75,83,104,91,11,19,32,31,30,29,0,12,0,12,688,355,50,63,36,55,98,81,60,54,50,53,0,12,42,63,110,98,140,91,45,57,28,44,23,34,6,9,2236,417,1071,259,9,18,0,12,128,89,16,24,0,12,99,72,71,69,175,100,197,107,110,84,136,90,78,53,52,41,1165,275,62,78,10,17,26,28,31,35,7,13,0,12,20,31,188,101,141,71,296,122,146,98,136,83,102,45
14000US11001008904,"Census Tract 89.04, District of Columbia, DC",3133,362,760,241,387,171,0,12,0,12,39,39,28,34,0,12,9,15,63,54,12,18,22,24,97,63,89,60,21,26,7,13,373,118,0,12,0,12,0,12,0,12,0,12,0,12,44,43,8,12,124,85,102,55,38,31,26,22,31,30,2373,338,1096,235,86,74,0,12,113,89,0,12,0,12,50,58,43,53,182,84,188,107,257,102,149,87,14,14,14,16,1277,227,132,111,0,12,32,36,16,25,0,12,77,64,86,51,273,93,169,71,222,91,155,67,73,38,42,34
14000US11001009000,"Census Tract 90, District of Columbia, DC",2979,299,615,151,232,97,0,12,0,12,0,12,0,12,0,12,0,12,47,39,24,34,0,12,0,12,55,42,51,51,55,35,383,127,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,13,125,84,82,65,167,76,2364,346,887,174,110,100,0,12,58,63,0,12,0,12,13,19,47,37,122,81,71,43,141,81,92,63,174,64,59,36,1477,282,137,89,39,59,74,66,0,12,0,12,0,12,76,72,163,67,244,105,121,85,287,95,222,70,114,52
14000US11001009102,"Census Tract 91.02, District of Columbia, DC",5098,448,1212,490,445,223,122,144,0,17,87,78,0,17,0,17,0,17,94,73,54,49,0,17,9,15,61,37,18,29,0,17,767,279,86,72,0,17,151,136,44,46,19,29,24,39,52,52,66,48,144,67,56,57,51,43,39,30,35,30,3886,409,1622,268,172,123,0,17,163,103,47,37,86,56,63,58,172,98,267,118,205,88,204,83,134,59,45,33,64,35,2264,297,157,98,72,59,101,66,85,53,12,20,98,68,248,139,445,125,292,86,327,116,156,64,110,55,161,49
14000US11001009201,"Census Tract 92.01, District of Columbia, DC",1518,182,315,118,197,75,0,12,7,12,12,13,0,12,6,9,0,12,14,19,36,40,33,49,29,38,38,39,0,12,22,37,118,62,15,16,0,12,7,12,8,13,0,12,7,11,7,10,0,12,22,25,7,12,36,32,0,12,9,11,1203,190,688,149,54,45,0,12,37,30,11,13,0,12,16,20,33,29,142,65,125,55,77,61,98,53,18,16,77,48,515,117,41,39,0,12,36,31,20,30,0,12,0,12,15,18,161,63,95,44,39,24,59,37,28,15,21,21
14000US11001009203,"Census Tract 92.03, District of Columbia, DC",2772,570,466,202,251,121,0,12,12,18,12,20,0,12,30,48,3,7,75,64,0,12,32,34,19,22,36,52,18,22,14,24,215,99,13,20,0,12,14,21,0,12,0,12,10,17,18,21,18,16,80,60,52,41,10,15,0,12,0,12,2306,564,1118,297,7,12,11,18,150,137,22,26,44,59,22,28,163,134,256,111,197,112,99,66,38,37,81,44,28,27,1188,405,130,106,0,12,40,61,0,12,0,12,43,56,172,134,289,100,208,98,73,58,136,79,29,28,68,42
14000US11001009204,"Census Tract 92.04, District of Columbia, DC",2963,350,1193,318,431,165,143,96,0,12,63,60,9,15,0,12,0,12,14,23,85,61,12,22,31,43,61,41,6,10,7,10,762,210,59,66,0,12,66,58,11,17,13,21,0,12,72,54,217,101,94,68,94,64,47,32,45,41,44,32,1770,318,1031,252,120,70,45,46,59,40,34,38,0,12,57,45,125,92,179,63,93,69,146,86,48,38,83,56,42,29,739,138,18,24,0,12,51,49,0,12,6,13,0,12,46,35,139,61,151,54,125,69,67,46,61,35,75,41
14000US11001009301,"Census Tract 93.01, District of Columbia, DC",3354,360,404,220,200,105,0,12,0,12,0,12,0,12,0,12,0,12,59,62,53,53,5,11,5,11,42,41,23,25,13,18,204,134,36,54,0,12,0,12,0,12,0,12,0,12,43,48,0,12,31,45,4,10,43,42,15,23,32,25,2950,355,1455,275,214,135,7,12,83,68,45,57,31,30,19,30,21,32,252,113,265,112,145,83,186,73,116,51,71,53,1495,216,57,45,0,12,74,49,0,12,0,12,39,32,83,52,322,116,171,66,184,96,267,105,123,62,175,100
